task_key,soc_2010,1p_api_task_count,claude_ai_task_count,1p_api_automation_count,claude_ai_automation_count,1p_api_augmentation_count,claude_ai_augmentation_count,total_task_count,total_automation_count,total_augmentation_count
"brush, spray, or hand-rub finishing ingredients, such as paint, oil, stain, or wax, onto and into wood grain and apply lacquer or other sealers.",51-7021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"smooth, shape, and touch up surfaces to prepare them for finishing, using sandpaper, pumice stones, steel wool, chisels, sanders, or grinders.",51-7021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"select appropriate finishing ingredients such as paint, stain, lacquer, shellac, or varnish, depending on factors such as wood hardness and surface type.",51-7021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"fill and smooth cracks or depressions, remove marks and imperfections, and repair broken parts, using plastic or wood putty, glue, nails, or screws.",51-7021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"distress surfaces with woodworking tools or abrasives before staining to create an antique appearance, or rub surfaces to bring out highlights and shadings.",51-7021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"examine furniture to determine the extent of damage or deterioration, and to decide on the best method for repair or restoration.",51-7021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"paint metal surfaces electrostatically, or by using a spray gun or other painting equipment.",51-7021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"recommend woods, colors, finishes, and furniture styles, using knowledge of wood products, fashions, and styles.",51-7021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"remove old finishes and damaged or deteriorated parts, using hand tools, stripping tools, sandpaper, steel wool, abrasives, solvents, or dip baths.",51-7021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
follow blueprints to produce specific designs.,51-7021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"disassemble items to prepare them for finishing, using hand tools.",51-7021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wash surfaces to prepare them for finish application.,51-7021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"remove accessories prior to finishing, and mask areas that should not be exposed to finishing processes or substances.",51-7021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
treat warped or stained surfaces to restore original contours and colors.,51-7021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
confer with customers to determine furniture colors or finishes.,51-7021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"replace or refurbish upholstery of items, using tacks, adhesives, softeners, solvents, stains, or polish.",51-7021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"remove excess solvent, using cloths soaked in paint thinner.",51-7021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"stencil, gild, emboss, mark, or paint designs or borders to reproduce the original appearance of restored pieces, or to decorate new pieces.",51-7021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"design, create, and decorate entire pieces or specific parts of furniture, such as draws for cabinets.",51-7021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brush bleaching agents on wood surfaces to restore natural color.,51-7021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spread graining ink over metal portions of furniture to simulate wood-grain finish.,51-7021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"verify dimensions and contours of models during hand-forming processes, using templates and measuring devices.",51-7031,39.0,41.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0
"read blueprints, drawings, or written specifications, and consult with designers to determine sizes and shapes of patterns and required machine setups.",51-7031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"set up, operate, and adjust a variety of woodworking machines such as bandsaws and planers to cut and shape sections, parts, and patterns, according to specifications.",51-7031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"fit, fasten, and assemble wood parts together to form patterns, models, or sections, using glue, nails, dowels, bolts, screws, and other fasteners.",51-7031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"trim, smooth, and shape surfaces, and plane, shave, file, scrape, and sand models to attain specified shapes, using hand tools.",51-7031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"select wooden stock, determine layouts, and mark layouts of parts on stock, using precision equipment such as scribers, squares, and protractors.",51-7031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"construct wooden models, patterns, templates, full scale mock-ups, and molds for parts of products and production tools.",51-7031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"mark identifying information on patterns, parts, and templates to indicate assembly methods and details.",51-7031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"plan, lay out, and draw outlines of units, sectional patterns, or full-scale mock-ups of products.",51-7031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fabricate work aids such as scrapers or templates.,51-7031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maintain pattern records for reference.,51-7031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
build jigs that can be used as guides for assembling oversized or special types of box shooks.,51-7031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
issue patterns to designated machine operators.,51-7031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"finish patterns or models with protective or decorative coatings such as shellac, lacquer, or wax.",51-7031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"read blueprints, drawings, or written specifications to determine sizes and shapes of patterns and required machine setups.",51-7032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"lay out patterns on wood stock and draw outlines of units, sectional patterns, or full-scale mock-ups of products, based on blueprint specifications and sketches, and using marking and measuring devices.",51-7032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"verify dimensions of completed patterns, using templates, straightedges, calipers, or protractors.",51-7032,93.0,68.0,17.0,16.0,32.0,0.0,161.0,33.0,32.0
"set up, operate, and adjust a variety of woodworking machines such as bandsaws and lathes to cut and shape sections, parts, and patterns, according to specifications.",51-7032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"trim, smooth, and shape surfaces, and plane, shave, file, scrape, and sand models to attain specified shapes, using hand tools.",51-7032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"fit, fasten, and assemble wood parts together to form patterns, models, or sections, using glue, nails, dowels, bolts, and screws.",51-7032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
correct patterns to compensate for defects in castings.,51-7032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"construct wooden models, templates, full scale mock-ups, jigs, or molds for shaping parts of products.",51-7032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"compute dimensions, areas, volumes, and weights.",51-7032,557.0,2286.0,405.0,1506.0,42.0,743.0,2843.0,1911.0,785.0
"mark identifying information such as colors or codes on patterns, parts, and templates to indicate assembly methods.",51-7032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"finish completed products or models with shellac, lacquer, wax, or paint.",51-7032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glue fillets along interior angles of patterns.,51-7032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
select lumber to be used for patterns.,51-7032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
repair broken or damaged patterns.,51-7032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maintain pattern records for reference.,51-7032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"inventory equipment and supplies, ordering parts and tools as necessary.",51-7032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
estimate costs for patternmaking jobs.,51-7032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
divide patterns into sections according to shapes of castings to facilitate removal of patterns from molds.,51-7032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
issue patterns to designated machine operators.,51-7032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
collect and store patterns and lumber.,51-7032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"inspect and measure workpieces to mark for cuts and to verify the accuracy of cuts, using rulers, squares, or caliper rules.",51-7041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"adjust saw blades, using wrenches and rulers, or by turning handwheels or pressing pedals, levers, or panel buttons.",51-7041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mount and bolt sawing blades or attachments to machine shafts.,51-7041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"set up, operate, or tend saws or machines that cut or trim wood to specified dimensions, such as circular saws, band saws, multiple-blade sawing machines, scroll saws, ripsaws, or crozer machines.",51-7041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inspect stock for imperfections or to estimate grades or qualities of stock or workpieces.,51-7041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"monitor sawing machines, adjusting speed and tension and clearing jams to ensure proper operation.",51-7041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"sharpen blades or replace defective or worn blades or bands, using hand tools.",51-7041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"guide workpieces against saws, saw over workpieces by hand, or operate automatic feeding devices to guide cuts.",51-7041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"clear machine jams, using hand tools.",51-7041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"lubricate or clean machines, using wrenches, grease guns, or solvents.",51-7041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"adjust bolts, clamps, stops, guides, or table angles or heights, using hand tools.",51-7041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
examine logs or lumber to plan the best cuts.,51-7041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"trim lumber to straighten rough edges or remove defects, using circular saws.",51-7041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"count, sort, or stack finished workpieces.",51-7041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"position and clamp stock on tables, conveyors, or carriages, using hoists, guides, stops, dogs, wedges, or wrenches.",51-7041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"unload and roll logs from trucks to sawmill decks or to carriages or move logs in ponds, using pike poles.",51-7041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
measure and mark stock for cuts.,51-7041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
operate panelboards of saw or conveyor systems to move stock through processes or to cut stock to specified dimensions.,51-7041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"examine blueprints, drawings, work orders, or patterns to determine equipment set-up or selection details, procedures to be used, or dimensions of final products.",51-7041,22.0,0.0,20.0,0.0,0.0,0.0,22.0,20.0,0.0
pull tables back against stops and depress pedals to advance cutterheads that shape stock ends.,51-7041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"select saw blades, types or grades of stock, or cutting procedures to be used, according to work orders or supervisors' instructions.",51-7041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"cut grooves, bevels, or miters, saw curved or irregular designs, and sever or shape metals, according to specifications or work orders.",51-7041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unclamp and remove finished workpieces from tables.,51-7041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dispose of waste material after completing work assignments.,51-7041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"set up, program, operate, or tend computerized or manual woodworking machines, such as drill presses, lathes, shapers, routers, sanders, planers, or wood-nailing machines.",51-7042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"examine finished workpieces for smoothness, shape, angle, depth-of-cut, or conformity to specifications and verify dimensions, visually and using hands, rules, calipers, templates, or gauges.",51-7042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"start machines, adjust controls, and make trial cuts to ensure that machinery is operating properly.",51-7042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monitor operation of machines and make adjustments to correct problems and ensure conformance to specifications.,51-7042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
examine raw woodstock for defects and to ensure conformity to size and other specification standards.,51-7042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adjust machine tables or cutting devices and set controls on machines to produce specified cuts or operations.,51-7042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"install and adjust blades, cutterheads, boring-bits, or sanding-belts, using hand tools and rules.",51-7042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"change alignment and adjustment of sanding, cutting, or boring machine guides to prevent defects in finished products, using hand tools.",51-7042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"determine product specifications and materials, work methods, and machine setup requirements, according to blueprints, oral or written instructions, drawings, or work orders.",51-7042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"feed stock through feed mechanisms or conveyors into planing, shaping, boring, mortising, or sanding machines to produce desired components.",51-7042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"push or hold workpieces against, under, or through cutting, boring, or shaping mechanisms.",51-7042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"select knives, saws, blades, cutter heads, cams, bits, or belts, according to workpiece, machine functions, or product specifications.",51-7042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"remove and replace worn parts, bits, belts, sandpaper, or shaping tools.",51-7042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"secure woodstock against a guide or in a holding device, place woodstock on a conveyor, or dump woodstock in a hopper to feed woodstock into machines.",51-7042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"inspect and mark completed workpieces and stack them on pallets, in boxes, or on conveyors so that they can be moved to the next workstation.",51-7042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"inspect pulleys, drive belts, guards, or fences on machines to ensure that machines will operate safely.",51-7042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"clean or maintain products, machines, or work areas.",51-7042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"attach and adjust guides, stops, clamps, chucks, or feed mechanisms, using hand tools.",51-7042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"trim wood parts according to specifications, using planes, chisels, or wood files or sanders.",51-7042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grease or oil woodworking machines.,51-7042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unclamp workpieces and remove them from machines.,51-7042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
start machines and move levers to engage hydraulic lifts that press woodstocks into desired forms and disengage lifts after appropriate drying times.,51-7042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"operate gluing machines to glue pieces of wood together, or to press and affix wood veneer to wood surfaces.",51-7042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"set up, program, or control computer-aided design (cad) or computer numerical control (cnc) machines.",51-7042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
control hoists to remove parts or products from work stations.,51-7042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"sharpen knives, bits, or other cutting or shaping tools.",51-7042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
operate nuclear power reactors in accordance with policies and procedures to protect workers from radiation and to ensure environmental safety.,51-8011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"adjust controls to position rod and to regulate flux level, reactor period, coolant temperature, or rate of power flow, following standard procedures.",51-8011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"develop or implement actions such as lockouts, tagouts, or clearances to allow equipment to be safely repaired.",51-8011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"respond to system or unit abnormalities, diagnosing the cause, and recommending or taking corrective action.",51-8011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"monitor all systems for normal running conditions, performing activities such as checking gauges to assess output or the effects of generator loading on other equipment.",51-8011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"monitor or operate boilers, turbines, wells, or auxiliary power plant equipment.",51-8011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"record operating data, such as the results of surveillance tests.",51-8011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"implement operational procedures, such as those controlling start-up or shut-down activities.",51-8011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"note malfunctions of equipment, instruments, or controls and report these conditions to supervisors.",51-8011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"participate in nuclear fuel element handling activities, such as preparation, transfer, loading, or unloading.",51-8011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dispatch orders or instructions to personnel through radiotelephone or intercommunication systems to coordinate auxiliary equipment operation.,51-8011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
review and edit standard operating procedures.,51-8011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conduct inspections or operations outside of control rooms as necessary.,51-8011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"direct reactor operators in emergency situations, in accordance with emergency operating procedures.",51-8011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
authorize maintenance activities on units or changes in equipment or system operational status.,51-8011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
supervise technicians' work activities to ensure that equipment is operated in accordance with policies and procedures that protect workers from radiation and ensure environmental safety.,51-8011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
authorize actions to correct identified operational inefficiencies or hazards so that operating efficiency is maximized and potential environmental issues are minimized.,51-8011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"direct the collection and testing of air, water, gas, or solid samples to determine radioactivity levels or to ensure appropriate radioactive containment.",51-8011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
